Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,coef,pval,pval_adj
cg12306057,chr19,52266295,OpenSea,FPR2;FPR2,5'UTR;TSS1500,hg19,-0.135584722700611,0.000267614997590178,0.0240186449243524
cg15278374,chr12,131576088,S_Shelf,GPR133,Body,hg19,-0.114374716673872,0.000291218099542355,0.025214489236352
cg13506224,chr4,2945648,OpenSea,C4orf10;NOP14,Body;Body,hg19,0.00444124632160337,0.000166595217644088,0.0182844773548522
cg22881266,chr7,157543942,OpenSea,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,-0.0661661212777024,5.99750331390828e-05,0.0103933198769337
cg12590521,chr12,121678474,OpenSea,CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,hg19,0.108568003286349,7.90293859496898e-05,0.0118931953211404
cg19521610,chr22,49717457,N_Shore,,,hg19,-0.0716817479739219,0.000462839052092949,0.0322083459513193
cg18414021,chr14,100069535,Island,CCDC85C,1stExon,hg19,0.0684436606881596,0.00101810565825144,0.0487656954784631
cg22900415,chr13,20736075,Island,GJA3,TSS1500,hg19,0.0943348864660426,8.90447690207881e-05,0.0127911111604421
cg00321614,chr5,172856932,OpenSea,,,hg19,-0.0472263596163403,1.62659780051958e-05,0.0049784148382202
cg14330293,chr17,1374051,N_Shore,MYO1C;MYO1C;MYO1C,Body;Body;Body,hg19,0.0235445938068019,0.000102677674592384,0.0138524097857504
cg10663370,chr17,12692644,N_Shore,RICH2,TSS200,hg19,0.0185795621368128,0.000600701109669739,0.0370522036025741
cg20555305,chr8,145626588,S_Shelf,CPSF1;MIR1234,Body;TSS1500,hg19,0.023477416007341,0.000949290709659799,0.0469477844918445
cg17650028,chr5,1201713,Island,SLC6A19;SLC6A19,5'UTR;1stExon,hg19,-0.0963730351238911,0.000896579510768031,0.0456169984944564
cg03606898,chr19,2926882,Island,,,hg19,0.0680779198151027,0.00017212597265828,0.0186567251446897
cg17827477,chr22,49487343,Island,,,hg19,-0.0966615914505793,0.00103218588219068,0.0491283428380062
cg02167438,chr20,9819697,Island,PAK7;PAK7,TSS200;TSS200,hg19,0.042547420004376,6.91133785032706e-05,0.0111343096784788
cg07458308,chr5,134827512,Island,,,hg19,0.118315067083865,6.8876233706596e-05,0.0111161571389125
cg12270368,chr8,143690743,N_Shelf,,,hg19,-0.0189436297400858,0.000441309564106047,0.0314608914021023
cg14381448,chr17,42336559,OpenSea,SLC4A1,Body,hg19,-0.123921572005529,0.00080497103737974,0.0430898844450082
cg21501525,chr19,31843948,Island,,,hg19,0.113890798760861,0.000819473623337404,0.0434689833338917
cg18076399,chr15,25423404,OpenSea,SNORD115-9;SNORD115-5;SNORD115-12;SNORD115-10,TSS1500;TSS1500;TSS1500;TSS1500,hg19,-0.0675561436277494,0.000863419623966297,0.0447011931780828
cg13693136,chr1,228666638,OpenSea,,,hg19,-0.117286521819485,0.00102906868839436,0.0490510252216302
cg16323231,chr17,34062293,Island,RASL10B,Body,hg19,0.0444511381095941,0.000703022158200666,0.0400198422071644
cg00587009,chr6,106429129,Island,,,hg19,0.11203694186502,7.81095457656186e-05,0.0118452798147088
cg26350007,chr11,2013524,Island,,,hg19,-0.0482899195322873,9.41173026298666e-05,0.0132025754725604
cg23028349,chr15,42308263,OpenSea,,,hg19,-0.0943536469094926,0.000371334409305815,0.0287798832867982
cg13134763,chr2,983306,OpenSea,SNTG2,Body,hg19,-0.128924071692766,6.76722747048937e-05,0.0110482588919204
cg14721139,chr21,43772498,OpenSea,TFF2,TSS1500,hg19,-0.0888059832982096,0.000120480322459809,0.015293052056606
cg14410964,chr9,139427106,N_Shore,NOTCH1,Body,hg19,0.0405771076627755,3.30511530739235e-05,0.00744656518854966
cg24699296,chr19,7747220,Island,TRAPPC5;TRAPPC5;TRAPPC5,Body;Body;Body,hg19,0.186759371250048,3.29225757709551e-06,0.00203301972358458
cg14328601,chr9,140209339,N_Shore,EXD3,Body,hg19,0.068385832585422,0.00020956715914754,0.0208938291367745
cg05396212,chr17,39683705,N_Shore,KRT19,Body,hg19,0.114475546879612,0.000197674016288133,0.020151454003316
cg08224646,chr16,67876574,Island,CENPT;THAP11,5'UTR;1stExon,hg19,0.0325291106260021,0.000518392763129284,0.0341775225387168
cg20565912,chr6,168935110,N_Shore,SMOC2;SMOC2,Body;Body,hg19,-0.114875309848514,0.000190405809482752,0.0197699661655531
cg05896714,chr17,19247837,Island,MIR1180;B9D1,Body;Body,hg19,0.0369378964191832,0.000213370713825109,0.0211272575302919
cg14290855,chr13,114887133,OpenSea,RASA3,Body,hg19,0.00991356778934762,9.86949313794508e-05,0.0136022252549167
cg17575314,chr10,71142526,OpenSea,HK1;HK1;HK1;HK1;HK1,Body;Body;Body;Body;Body,hg19,-0.0695423437398192,6.05630421181963e-05,0.0104275853335453
cg26601431,chr1,235054899,OpenSea,,,hg19,0.0451102526309712,2.9296653449339e-05,0.00696273604060845
cg24123116,chr6,168704154,N_Shelf,,,hg19,-0.115018275341004,0.000815829670343262,0.0433459901199843
cg15386434,chr1,1289835,Island,MXRA8,Body,hg19,0.0678608345268935,0.00098881305347511,0.048032559478083
cg05051043,chr1,234040765,Island,SLC35F3;SLC35F3,1stExon;5'UTR,hg19,0.0212415114003444,3.27836907921964e-05,0.0074319267002493
cg10303107,chr11,45230795,N_Shelf,PRDM11,Body,hg19,0.0461526925024262,5.29927004834555e-05,0.0096378939229595
cg19651003,chr19,583049,S_Shore,BSG;BSG;BSG,3'UTR;3'UTR;3'UTR,hg19,-0.0821273038106291,0.000295315216229401,0.0253914926156402
cg02582848,chr1,224075899,OpenSea,,,hg19,-0.0483750695344657,0.00035447496275166,0.0280832324143665
cg03716852,chr19,49669281,Island,TRPM4,Body,hg19,0.14663739685077,0.000519597605527884,0.0342171835900813
cg27090062,chr5,92939842,Island,,,hg19,0.0547014651125917,0.000124404360305054,0.0156143982515279
cg20978923,chr1,12184574,OpenSea,TNFRSF8;TNFRSF8,Body;TSS1500,hg19,-0.128374514774893,0.000655366741191922,0.0386218765155783
cg08782899,chr17,79652389,S_Shore,ARL16;HGS,TSS1500;Body,hg19,-0.0839414457922408,3.79316075039146e-06,0.00215135799322781
cg19443023,chr17,78923344,S_Shore,RPTOR;RPTOR,Body;Body,hg19,0.0193560313958484,0.000276781599603489,0.0245217251043741
cg13873889,chr6,31607340,OpenSea,BAT3;BAT3;BAT3;BAT3,Body;Body;Body;Body,hg19,-0.0740346976232817,5.85005144980719e-05,0.0102409821276553
cg18744355,chr2,1906949,OpenSea,MYT1L,Body,hg19,-0.123924935339797,0.000282626260486716,0.0247766706981966
cg22988346,chr8,143618620,S_Shelf,BAI1,Body,hg19,-0.0886458345040971,5.83678123632624e-05,0.0102268745519345
cg22941668,chr5,148810180,OpenSea,MIR145;LOC728264,TSS200;Body,hg19,0.0616126607522293,2.10933636066004e-06,0.00162653833772931
cg18416096,chr5,150029342,Island,SYNPO;SYNPO;SYNPO;SYNPO,Body;Body;Body;Body,hg19,0.0796115155690745,0.000414496343020287,0.0305069321866932
cg17353177,chr6,31661178,OpenSea,BAT5,Body,hg19,0.0382317525064613,8.7944161125349e-05,0.0127222929360239
cg00619561,chr13,112980676,OpenSea,,,hg19,-0.153881954176546,3.05964381246791e-05,0.00717597500939915
cg18080819,chr11,70505972,N_Shelf,SHANK2;SHANK2,Body;Body,hg19,-0.11518174394046,0.00064267860062081,0.0382433524698962
cg22714290,chr1,207992548,OpenSea,LOC148696,Body,hg19,-0.102318671619767,4.4139028129705e-06,0.00236017517170935
cg10964994,chr17,79892921,Island,PYCR1;PYCR1,Body;Body,hg19,0.0108338567452196,0.000635077462399418,0.0380078076307599
cg07227743,chr7,154474113,OpenSea,DPP6;DPP6;DPP6,Body;Body;Body,hg19,-0.136154155247432,6.88812020022302e-05,0.0111161571389125
cg00759807,chr16,89390789,OpenSea,ANKRD11,5'UTR,hg19,-0.202621137832369,2.60230787383488e-08,0.000140877142207035
cg03333149,chr12,52473731,Island,,,hg19,0.13540608668784,0.000288057743134629,0.0250958719257445
cg00595212,chr18,11755774,S_Shelf,GNAL;GNAL;GNAL,Body;Body;Body,hg19,-0.11736749489972,6.48957815343614e-05,0.0108697038114642
cg22118112,chr20,62657367,N_Shelf,PRPF6,Body,hg19,0.012890537858344,0.000370635911232133,0.028754388977325
cg18575863,chr6,109274464,OpenSea,ARMC2,Body,hg19,-0.109259106018167,0.000190980220458454,0.019803412661964
cg18397073,chr19,42600278,Island,POU2F2,Body,hg19,0.160975984511978,0.000159386069724584,0.0178986679958525
cg10640845,chr19,1775211,Island,ONECUT3,Body,hg19,0.036706317962461,0.000218381736962949,0.0213421570681505
cg22242148,chr15,74215283,N_Shelf,,,hg19,0.0942340067202308,0.000462574806093863,0.0321996623018919
cg09279240,chr2,180726252,Island,ZNF385B;MIR1258,TSS200;TSS1500,hg19,0.0399324100011456,0.00101620167358641,0.0487101652233992
cg05688348,chr4,53146,N_Shore,ZNF718;ZNF595,TSS200;TSS200,hg19,-0.0540156073108732,3.12328622083439e-06,0.0019803350176948
cg26427109,chr11,60739019,OpenSea,CD6,TSS200,hg19,-0.10458411980268,9.31343560109867e-05,0.0131345210374388
cg27573031,chr7,150554420,Island,ABP1,Body,hg19,-0.0452585562713794,0.000350417747173247,0.0279309417974322
cg03218931,chr17,34835076,N_Shelf,,,hg19,-0.0602330287597451,7.73294019501413e-05,0.0117956046478146
cg27314569,chr11,122852461,Island,BSX,TSS200,hg19,0.0573286367903001,0.000804406367419945,0.0430863903957316
cg17563034,chr4,5021268,Island,CYTL1,TSS200,hg19,0.119722029430068,0.000179340980175354,0.0191118077085967
cg02862886,chr13,114309122,OpenSea,ATP4B,Body,hg19,0.0123715588705464,0.000664245199369502,0.038858690691391
cg01091079,chr12,34455326,OpenSea,,,hg19,-0.0741139492435731,2.32855975897898e-05,0.00612596040305033
cg19004465,chr17,77925136,S_Shore,TBC1D16,Body,hg19,0.0616029603202106,0.000974242480346207,0.0476490073142402
cg26681770,chr20,56247302,Island,PMEPA1;PMEPA1;PMEPA1;PMEPA1,5'UTR;5'UTR;Body;Body,hg19,0.173333637192115,2.62240224908097e-06,0.00180885840899701
cg07363185,chr2,21346839,OpenSea,,,hg19,-0.0847078895507331,0.000623617309504452,0.0376830253361105
cg04624228,chr8,38411598,OpenSea,,,hg19,0.103208126191745,0.000697443484021462,0.0398420079654055
cg19740859,chr2,2193641,Island,MYT1L,5'UTR,hg19,-0.0480700580943075,2.1019889652199e-05,0.00573186939141857
cg10965669,chr17,63533778,Island,AXIN2,Body,hg19,0.0262145784186741,7.57964065333829e-05,0.0116871298572848
cg01168833,chr12,105956441,OpenSea,,,hg19,0.0409399244573289,0.000478364508449313,0.0327789263772254
cg26169081,chr10,12648338,OpenSea,CAMK1D;CAMK1D,Body;Body,hg19,0.0382157274836175,0.00100547797232797,0.0484473449892364
cg07065111,chr2,5831213,Island,,,hg19,0.0466058419864356,0.000393271740113657,0.0296857654197457
cg03219838,chr5,134672054,OpenSea,H2AFY;H2AFY;H2AFY;H2AFY,Body;Body;Body;Body,hg19,0.0775874469998862,5.80685087291485e-05,0.0102017584180914
cg09022607,chr10,114712695,S_Shore,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,hg19,-0.0197847226369026,0.000363970234586121,0.028466105334969
cg12000995,chr2,27665139,Island,KRTCAP3;KRTCAP3,TSS200;TSS200,hg19,0.220577765235748,2.21949901413349e-06,0.0016592551867945
cg00925722,chr16,67918030,N_Shore,EDC4;NRN1L,Body;TSS1500,hg19,0.0753044848307572,0.000371799733284913,0.0288045715198703
cg00007036,chr1,33742089,Island,ZNF362,Body,hg19,0.00729505738028836,0.000647215750983666,0.0383714860945724
cg26479667,chr5,3339581,OpenSea,,,hg19,-0.128542173197775,0.000799662285512786,0.0428993239226433
cg06938699,chr11,1037775,S_Shore,MUC6,TSS1500,hg19,-0.114511469907697,0.000574178196419837,0.0361664995234886
cg00596687,chr20,61151472,N_Shore,C20orf166;MIR1-1,Body;TSS200,hg19,-0.16339597103152,4.72954809091255e-05,0.00907259547762149
cg07838270,chr16,86861522,OpenSea,,,hg19,-0.0827471351322046,0.00106131557536505,0.0498343397694769
cg09286367,chr7,5535692,S_Shore,MIR589;FBXL18,TSS200;Body,hg19,0.0506162539871133,0.000890146933259426,0.0454525431167124
cg13625631,chr15,70340707,OpenSea,TLE3;TLE3;TLE3,3'UTR;3'UTR;3'UTR,hg19,0.0785899654911096,0.00020799581879783,0.0208213584175521
cg05336395,chr13,53421688,Island,PCDH8;PCDH8,1stExon;1stExon,hg19,0.0865904242564667,4.76676277085952e-05,0.0090916249113765
cg14304264,chr15,94897976,OpenSea,MCTP2;MCTP2;MCTP2,Body;Body;TSS1500,hg19,-0.0776884227002639,0.000217952653909151,0.0213109261600059
cg26940479,chr16,85201840,N_Shore,,,hg19,0.0541024769623603,0.000985649057024848,0.047953254013148
cg05002974,chr5,81574439,S_Shore,RPS23,TSS1500,hg19,-0.00885447661049212,0.000460957254803474,0.0321561826425411
cg22195627,chr19,12305869,Island,,,hg19,0.0766022655748507,2.6002290652275e-06,0.00180885840899701
cg19311448,chr2,11797017,Island,,,hg19,-0.0798538054820718,7.80947608256064e-05,0.0118452798147088
cg12975830,chr6,33260071,S_Shelf,RGL2;RGL2,Body;Body,hg19,0.0186218396519778,8.55066824219661e-05,0.012494289916967
cg12032663,chr10,7203064,OpenSea,,,hg19,-0.0562868322459565,1.01251905680819e-05,0.0037878431948241
cg06367321,chr16,30125232,OpenSea,LOC100271831;GDPD3,TSS200;TSS1500,hg19,-0.03655578420575,0.00100443015770085,0.0484473449892364
cg12554634,chr19,50159969,S_Shelf,SCAF1,Body,hg19,0.0261025884200771,4.45707255644373e-05,0.00876408735948415
cg06979342,chr16,2475057,N_Shelf,ABCA17P,Body,hg19,0.00605936443125718,3.26440315459866e-05,0.00742301825096687
cg04153116,chr5,153990967,S_Shore,,,hg19,0.0310823027086465,0.00066967894283534,0.0390058592497378
cg24750513,chr2,127819455,S_Shore,BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,hg19,0.040623871154537,0.00017154067392837,0.0186129896842736
cg02699829,chr19,13216355,S_Shore,TRMT1;TRMT1;TRMT1,Body;Body;Body,hg19,0.0337801593833818,0.000188504001049787,0.0196348328906636
cg02961707,chr19,7927974,Island,EVI5L;EVI5L,Body;Body,hg19,0.0806165461998522,0.000522272026365859,0.0343041880492874
cg21643429,chr15,28216043,OpenSea,OCA2,Body,hg19,-0.0772277133919583,0.000397840067408544,0.0298499542906962
cg16653700,chr2,1232428,OpenSea,SNTG2,Body,hg19,-0.0277712161051869,0.00011874817440243,0.0151565149559239
cg25217772,chr11,62392592,S_Shelf,GANAB;GANAB,3'UTR;3'UTR,hg19,0.0324131097867103,0.000140136861268152,0.016647559524687
cg01190168,chr12,58218620,OpenSea,CTDSP2;MIR26A2,Body;TSS200,hg19,0.0355472052829794,0.000281373458145531,0.0247064168857384
cg26415787,chr12,133414334,Island,,,hg19,0.0652754108136318,0.000159513435619338,0.0179078470285692
cg13913011,chr9,132711808,OpenSea,FNBP1,Body,hg19,0.0398983193267002,0.000201802947568911,0.0204163565995172
cg01449469,chr6,30644681,S_Shelf,KIAA1949;KIAA1949,3'UTR;3'UTR,hg19,0.0176420470161501,3.78365462066166e-06,0.00215015952624257
cg13332774,chr10,106028628,Island,GSTO2,TSS200,hg19,0.107870535243365,0.000653550311691701,0.0385594705999206
cg15462970,chr10,1444586,OpenSea,ADARB2,Body,hg19,-0.123002495660203,9.12810125942195e-05,0.0129757232245488
cg02737268,chr20,3780182,S_Shelf,CDC25B;CDC25B;CDC25B,Body;Body;Body,hg19,0.189887174481089,8.79250836394668e-07,0.00100025613990777
cg20673840,chr5,54281362,OpenSea,ESM1;ESM1;ESM1;ESM1,1stExon;5'UTR;5'UTR;1stExon,hg19,-0.0675184956586045,0.000893705182003932,0.045553429848429
cg21772011,chr19,2731830,Island,,,hg19,0.0919151610551823,0.000583588422106405,0.036484036939841
cg04510788,chr1,37498900,Island,GRIK3,Body,hg19,0.013532299702264,0.00013511140700707,0.0163064345086515
cg24911721,chr22,46508454,OpenSea,MIRLET7A3;LOC400931;MIRLET7B,TSS200;Body;TSS1500,hg19,0.0416400009607193,0.000623885707902689,0.0376830253361105
cg17557366,chr22,18073134,OpenSea,SLC25A18,3'UTR,hg19,0.0972634344702109,0.000879189615883795,0.0451654895866586
cg01077058,chr2,241083864,OpenSea,,,hg19,-0.139356348322153,0.000223429130861038,0.0216361868443967
cg26195683,chr5,1667958,Island,,,hg19,0.0607207485764965,0.000291097416381716,0.0252098805511214
cg15260428,chr12,132381902,S_Shore,ULK1,Body,hg19,0.0265244402167791,0.000229681732689527,0.0220404612337373
cg05418218,chr6,168613308,Island,,,hg19,-0.125328174727892,0.000104094089977768,0.0139816901923722
cg08862394,chr10,132896962,S_Shelf,TCERG1L,Body,hg19,-0.0602045119863781,0.000566483660766482,0.0359007762276165
cg07988820,chr12,82153109,S_Shore,PPFIA2,TSS200,hg19,0.0395438364107068,0.000293416062716465,0.0253154399417363
cg16507755,chr21,36164414,Island,RUNX1;RUNX1,3'UTR;3'UTR,hg19,0.0693867944165026,1.32201805361572e-05,0.00442590490587048
cg04311653,chr10,133204241,OpenSea,,,hg19,-0.119022256782485,4.57127229031388e-05,0.00890473410835248
cg03626186,chr10,5882466,Island,,,hg19,0.0995342690101054,0.000192164073401526,0.0198893870064955
cg21858113,chr11,118015340,N_Shore,SCN4B;SCN4B;SCN4B;SCN4B,Body;5'UTR;Body;Body,hg19,0.102066610358858,0.00015878605128585,0.0178658968491447
cg12591125,chr7,1885375,Island,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,hg19,0.028832296480269,0.000795856683156208,0.0428298136576372
cg14489199,chr14,101453431,OpenSea,SNORD114-26;SNORD114-27,Body;TSS1500,hg19,-0.0876369252295079,1.64950131874488e-05,0.0050224691821644
cg22112075,chr2,85658146,OpenSea,,,hg19,0.0862734326411216,0.000682939500301263,0.0393966030549661
cg17555373,chr13,53775108,Island,,,hg19,0.0816447873753515,0.000712663032573394,0.0403208861214366
cg25800500,chr2,97505275,Island,ANKRD23,3'UTR,hg19,0.115806609281773,0.000190712741289497,0.0197861318269367
cg11793978,chr5,135188477,Island,LOC153328,Body,hg19,-0.109242593258852,0.000487207192826589,0.0330968683744123
cg24045038,chr7,155867845,OpenSea,,,hg19,-0.0685488724512772,7.39385573898576e-05,0.011547713889523
cg06550539,chr10,134698937,Island,,,hg19,-0.0398297622098561,0.000423045992587323,0.0307725008590408
cg03686959,chr6,30520989,N_Shelf,GNL1,Body,hg19,0.0733597188471201,0.000210227633772623,0.0209426435621975
cg02322048,chr19,3646574,N_Shore,PIP5K1C,Body,hg19,0.0134586255534346,0.000568527280926065,0.0359606103493734
cg02105002,chr10,106028928,Island,GSTO2;GSTO2,5'UTR;1stExon,hg19,0.0546039033013405,0.000172515333872814,0.0186782946864557
cg06062984,chr3,22413960,Island,,,hg19,0.0420245125665345,0.000628800289857593,0.0378237319766733
cg20225999,chr2,218843435,N_Shore,,,hg19,0.0826904105556448,3.08037759760041e-06,0.00196264058361398
cg06599543,chr6,165749446,S_Shore,PDE10A;PDE10A,Body;Body,hg19,-0.0898176201375986,0.000429104773022798,0.0309643392748645
cg19423978,chr19,3688477,S_Shore,PIP5K1C,Body,hg19,0.0898198970464999,0.000276122033986094,0.024479868059377
cg22611308,chr6,168627203,N_Shelf,,,hg19,-0.106462149812702,4.2006078524671e-06,0.00229298271201153
cg24376776,chr10,101297245,Island,,,hg19,0.0234165443445069,0.000193678812537121,0.0199628052190578
cg00748494,chr13,23412343,Island,,,hg19,-0.0626319610693763,0.000895533627897329,0.0455955463946223
cg21878149,chr1,221052023,Island,HLX,TSS1500,hg19,0.0980466221393363,0.00025355519839642,0.0231916439679858
cg08704562,chr19,38886789,S_Shore,SPRED3,3'UTR,hg19,0.120784301793447,0.000259136105084777,0.0235321005376385
cg00960138,chr6,41668804,OpenSea,TFEB;TFEB,5'UTR;5'UTR,hg19,0.0452880361434974,0.000843503728870922,0.0441346806928077
cg08703337,chr12,126346485,Island,,,hg19,0.116200377138924,0.000181161277415035,0.0192064230577668
cg18679856,chr7,52499010,OpenSea,,,hg19,-0.0414253032001422,9.58813079234978e-06,0.00368840399947649
cg10937408,chr17,77478569,OpenSea,HRNBP3,TSS200,hg19,-0.0325541900000608,0.000735075823141748,0.0410411284024452
cg26402660,chr7,27179268,Island,,,hg19,0.104603018478069,0.000649030951163932,0.0384211048108087
cg13912311,chr9,127265348,Island,NR5A1,Body,hg19,0.0678613626905473,0.000663930573682581,0.038858690691391
cg02245004,chr15,76634887,Island,,,hg19,0.101432223890759,0.000182146515164423,0.0192640431882869
cg12887701,chr11,96123196,Island,JRKL;JRKL;CCDC82,5'UTR;1stExon;TSS200,hg19,-0.00168891511286958,0.000762927601297843,0.0419081630451193
cg05832869,chr16,85240650,N_Shore,,,hg19,0.0900383139411344,0.000733000831265993,0.0409812202642845
cg15650205,chr1,202608688,N_Shelf,SYT2;SYT2,5'UTR;5'UTR,hg19,-0.0782236271910954,2.92495849728715e-05,0.00695941529578891
cg12886862,chr10,2487150,OpenSea,,,hg19,-0.0529381535018455,0.00014301543688197,0.0168408936895996
cg16757605,chr16,70697712,Island,MTSS1L,Body,hg19,0.0142401539344815,0.000361588793286104,0.0283507935135176
cg05991454,chr4,147558435,Island,,,hg19,0.019708306452254,0.000697171609041496,0.0398376511793038
cg07767843,chr11,80918951,OpenSea,,,hg19,-0.113472047123026,0.000156346405220561,0.0177195602428431
cg12111295,chr21,32253584,OpenSea,KRTAP11-1,1stExon,hg19,-0.0657242854008929,0.00102151851149229,0.0488635692127354
cg21632158,chr6,29521356,Island,,,hg19,0.0243212371454991,0.000156979025688695,0.0177604865962234
cg18752363,chr4,2941760,OpenSea,C4orf10;NOP14,Body;Body,hg19,0.0238282274508354,0.000900935963067549,0.0457496890651768
cg24351382,chr7,158278040,S_Shore,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,-0.0820729073003305,0.0008195971900467,0.0434696628580444
cg03976543,chr4,8221101,OpenSea,SH3TC1,Body,hg19,-0.108885317292581,4.31708437634756e-07,0.000680469588766622
cg15067713,chr3,137433605,OpenSea,,,hg19,-0.0667440704697372,0.000497138209480502,0.0334218575637046
cg21173447,chr21,42218964,Island,DSCAM;DSCAM,1stExon;5'UTR,hg19,0.0343943821756299,0.000706628061321756,0.0401356557898065
cg13817083,chr7,159026609,S_Shelf,,,hg19,-0.147678150750501,0.000361608419100767,0.0283507935135176
cg24864399,chr5,26669610,Island,,,hg19,-0.0851113580848171,0.000447290379040575,0.0316881819432933
cg05774166,chr16,16197552,OpenSea,ABCC1;ABCC1;ABCC1;ABCC1;ABCC1,Body;Body;Body;Body;Body,hg19,0.0252192140027436,2.9026884603893e-05,0.00693394502089831
cg04018738,chr6,31760616,N_Shelf,VARS,Body,hg19,-0.0590160295747967,0.00071016795265658,0.0402609732859533
cg01009920,chr8,8153650,OpenSea,,,hg19,-0.146707928119537,8.71978824696524e-07,0.000998985138198532
cg00098819,chr6,168615442,S_Shelf,,,hg19,-0.139641346430245,2.3803279990001e-05,0.00620020462979981
cg04175399,chr5,80383034,OpenSea,RASGRF2,Body,hg19,0.0293064255310238,5.68502286378221e-05,0.0100643111122113
